,text,label
10779,ajak negara oki buang islam lukman jalan damai timur,negative
10780,festival palang pintu 13 gelar budaya 2018 5 6 mei 2018 sabtu minggu 08 00 wib 22 00 wib tutup jalan jalan raya kemang jakarta selatan informasi telp wa 0812 8007 9048,positive
10781,rt user benda bodo pegi beli makanan kejap mati perang tau start url,negative
10782,capres ri 1 nih pintar pro cillik tdk otoriter,positive
10783,user user user user user user user user guntur romli al qur an budaya sejarah,positive
10784,mewaspadai izin tambang menjelang pilkada,positive
10785,naluri banci nya gak ilang yah udah kewong url,negative
10786,user user user otak lu dungu ya,negative
10787,user sih negara sempet bikin legislasi ya mental mahkamah ga dijalankan hukum melarang ngewe resmi catet sempet bikin ga dijalanin,positive
10788,komedian awsum gua bolot hebat banget bikin dialog2 gak nyambung amp dadakan gak bingung lawan bicara yg digakbolotin jago tektoknya ya allah n nlong life bolot,positive
10789,blok cina rusia mensyaratkan berdirinya kgb indonesia kerjasama yahut url,negative
10790,presiden ajak ulama menyejukkan suasana jelang pilkada serentak,positive
10791,user adzanin nih mulut jamban,negative
10792,user user hiruk pikuk pilkada pilpres sejatinya perseteruan antek asing barat asing aseng pejuang nkri,positive
10793,lengserkan om dpr kuasa rakyat ndak berani kawal lengserkan user,negative
10794,and harini keturunan mix cina huhuhuhu xf0 x9f x98 x82,positive
10795,user user berkerudung si transgender mkn busuk serem kelakuan wajahnya sundel bolong zaman now xf0 x9f xa4 xa3,negative
10796,pro 2 to campuss pagi 10 30 11 30 wib membahas economic chess competition ecc viii himpunan mahasiswa ekonomi pembangunan himepa untan kak reza k kak wiranti c kak andinia bs kak tino lanju silahkan partisipasi n,positive
10797,user user tenggelam kunyuk pengkhianat penghancur bangsa yg a url,negative
10798,rela munafik sejumput kenikmatan dunia membela penguasa zalim,negative
10799,ya allah xl gak kampret koneksinya user,negative
10800,memakai licik akun palsu menyebarkannya membully akun palsu utk membunuh karakter orang salah pki orang atheis anti allah agama sdh diperingatkan jendral nasution waspadai komunis,negative
10801,mantab nich 1 1 1 jokowi cak imin 1 mobil jokowi cak imin 1 acara jokowi cak imin 1 pesawat user user join2019 ber 1 indonesia jaya jokowicakimin2019 joinindonesia,positive
10802,user user user user user y anjr bacot lo pengantin tendang gaun nya dayezsah,negative
10803,banget kelakuan mantan yg brengsek olah kelakuannya yg jahat dilupain gitu aja jokowi mantan nggak tau khianati menolakluka url,negative
10804,user mcm babi sial haaaa marah nii,negative
10805,user era bpk seyogianya uu md3 nya shrsnya sdh direvisi uu md2 dmn keberadaan lembaga daerah dprd masuk ranah cengkraman pusat pengisian anggota dprd bkn masuk pemilu nasional daerah b,positive
10806,selamat berbuka puasa jalani nhongkong jumat thr nai 2d top 80319 ncb sekuatnyaa 88833999 nmacau 93 83 98 nselamat meracik sesuai ai mu jp nminat bom 2d 3d 6line tidakbb inbox bosku yg percaya dpercaya,positive
10807,tsamara pengagum diktator sukarno,negative
10808,aileen biru dilahirkan kota mewah ayah bundanya world tour disangka bundanya melahirkan aileen disana n naileen lahir tanggal 10 mei 2000 pagi buta berat 2 4 kil,positive
10809,usir dubes myanmar kumpulkan orang budha indonesia lapangan terbuka adakan orasi url,negative
10810,udah sinting url,negative
10811,user pers mencerdaskan bangsa lgbt virus berbahaya islam virus berbahaya,negative
10812,wakil presiden sby jk saudagar lumayan sukses,positive
10813,suka nakal emang sih mojok,positive
10814,siang mengikuti rapat terbatas dipimpin bpk presiden user yg tegaskan publikasi asiangames2018 media lokal internasional adl kerja utk sukseskan event bergengsi mohon doa dukungan rakyat indonesia,positive
10815,5 bekerjalah abang,positive
10816,user ya udah g lompat 2019gantipresiden,negative
10817,03 detiksport presiden jokowi soroti minimnya promosi asian games,positive
10818,rt user user bajingan inter tim top hebat lazio yg sampah,negative
10819,user user user sok imut najis u,negative
10820,xe3 x85 xa4damar merogoh kantung celananya mencari ponsel berwarna hitam mendeteksi n n xe3 x85 xa4 xe3 x85 xa4 xe3 x85 xa4 xe3 x85 xa424 xc2 xb0c pondok cina n nsial n xe3 x85 xa4cukup sekolahnya,positive
10821,bupati lutim hm thorig husler membuka rapat koordinasi fkdm gedung wanita simpurusiang malili rabu 11 04 2018 bupati imbau partisipasi masyarakat jaga situasi kambtibmas jelang pilkada serentak baca slengkapnya,positive
10822,kekalahan suharto prabowo melawan opini 1998 dikarenakah keterlibatan konspirasi global as china sekutu mendukung rencana csis elit katolik radikal konglomerat tionghoa utk menjatuhkan suharto,positive
10823,rt user ngentot pacar hotel n ngentotabg sange toketgede abgbugil tantekesepian memekbecek tantebugil url,negative
10824,rt user diktator jokowi jongos organisasi jagal manusia nu mengandalkan kampanyenya kiyayi yg tukang tipu,negative
10825,user user user user user user user cie butuh dunia internasional ya xef xbc x9f kmrn ya yg teriak antek aseng asing asong xe3 x80 x81 kopar kapir ya xef xbc x9f xef xbc x9f xef xbc,negative
10826,gak nemui rakyatnya 2019gantipresiden,negative
10827,user user user user user user user user user user user alot mengeluarkan sertifikat halal nya komponen mikro yg ditengarai bersentuhan berasal babi mengalami dekomposisi molekular atomik dicap haram najis yg mengalami proses dekomposisi molekular rame nih,positive
10828,user terlepas bom surabaya aksi sbg teroris menyusahkan,positive
10829,ga henti2nya ngebayangin 15 menit mo cocot nih yak udh gitu w orgnya not easy to talk suruh bercocot 15 menit gabole ga w bilang hm hm hm doang,negative
10830,rt user monyet lu songong url,negative
10831,rt user tuh kayak fist travel sm abu tour yg gelapin uang jamaah umroh nnah jelas2 melecehkan napa diem aja nini orang xe2 x80 xa6,positive
10832,user potong aja tangan bajingan pemimpin munafik daerah munafik persa syariah cambuk org pacaran doang,negative
10833,warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan bertemu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018,positive
10834,kader kader pdip nasdem anti islam ulama,negative
10835,mbok ya kalo batuk orang makan didepannya ditutuplah congor,negative
10836,rt user goblok rauwisuwis nakalbolehgoblokjangan url,negative
10837,takkan melayu hilang whatsapp yahudi dah beli kahkahkah,positive
10838,rt user jokowi mega kalo nyapres mundur bikin partai,negative
10839,merekrut gus nadir user freemason udah kadung pemuka agama yahudi gimana ya,positive
10840,user sampaoli is sontoloyo pilih higuain icardi xf0 x9f xa4 x90,negative
10841,user mubazir kodrat 2019gantipresiden,negative
10842,user bolot,negative
10843,user user user user user user user user user user user user user user user user user user user masyarakat pribumi san,positive
10844,rt user idk man kau sgt org pijak kepala but when kau kepala org puas hati bodo tul,negative
10845,rt user 5 posisi seks video tante ngentot bercinta kamar mandi ntontong selengkapnya url lu xe2 x80 xa6,negative
10846,subhanallah gubernur presiden ga kaya presiden walkot,positive
10847,calling for tenant paramabudaya 2018 telkom university wilujeng siang pasar budaya paramabudaya 2018 hadir yuk tertarik memasarkan produknya ribuan pencinta budaya banget langsung mendaftar pendaftaran,positive
10848,nyang suka bisu nacap kali acuh ndan memandangmu,positive
10849,user user user user user nggak bank asing gak atur2 perusahaan pemerintah atur perusahaan sbg pemilik saham utang dibayar dr keuntungan freeport,positive
10850,user gue daftar sanata dharma jogja nes tp katholik,positive
10851,user user agus budek kaga denger,negative
10852,compile assignment sinting lengan baju,positive
10853,user anjir lucu banget animasinya d dewa,negative
10854,sungguh rezim jokowi sadis dri kekuasaan soeharto berpuluhan,negative
10855,user matanya picek kebanyakkan eyeliner,negative
10856,user user user kampret kecoak yg bikin ribut becus kagak bani cingkrang,negative
10857,istrimewa,positive
10858,pertandingan croatia vs rusia drama menegangkan 120 menit skor 2 2 n nbahkan pendukung rusia yg komunis berdo a kemenangan team nya kalah adu pinalti 4 3 croatia,positive
10859,cocok ko bajingan,negative
10860,menyebut rezim anti islam semangat banget daftar cpns maunya abdi negara anti islam,negative
10861,rizal ramli malu mencium kaki jokowi jabatan menteri jokowi presiden dipecat menteri,positive
10862,usir keturunan cina pertahankan pribumi arab gk usir keturunan yaa aja _,negative
10863,bangsad pick maksudnyaaa woy mo ngejilat dah anjing,negative
10864,user lu enak2 makan gaji buta uang raktat cm bermodal mulut sampah lu ri ga malu,negative
10865,user iyak bangga bgt pas dilabrak natrep sampe dipamerin kmn2 geblek,negative
10866,user user user iyalah emangnya lu burik wkwk g,negative
10867,user user org munafik berbahaya buu semoga alloh melindungi,positive
10868,user tunggu buaya lobang ya,positive
10869,presiden tegaskan publikasi asian games 2018,positive
10870,anies berbincang shalat jumat erdogan warganet gubernur presiden,positive
10871,pernyataan resmi ketum fpi ade armando 1 ade armando sbg akademisi perbuatan jahat amp kotor ujaran kebencian amp fitnah penodaan agama amp ulama,negative
10872,user yg bikin kayak minder gt loh pot pipi tumpah brengsek tirus gt gue sodorin pipi gue sih biar tau definisi tembem tuh gmn kamus jg gaada gambar jd ngide aja pengen dipuji jg ati,negative
10873,hadeeeh sebaik2nya menyembunyikan bangkai pda cium jga baunya xf0 x9f x98 x85 xf0 x9f x98 x82 ku gak ikut2an ah,positive
10874,asyek nih pesawat presiden user,positive
10875,jurus orang gila mengebut lalat ajian tatar bayu jurus kunyuk melempar buah dewa tidur pukulan matahari ajian ngrogoh sukmo siulan kapak naga geni 212 mengalahkan dewi siluman bukit tunggul n wirosableng n siapsableng nuser nuser url,positive
10876,mentari pagi agama kristen pagi umat nasrani lagu2 nasrani hadirkan,positive
10877,habis gelap terbitlah terang road to 2019gantipresiden harikartini2018,negative
10878,user bacot gaya otak timpang doi,negative
10879,user user user aseeqqqq iyaa oppa oppa sipit gtu,positive
10880,user kasarnya sih n nkakean cocot kowe ki,negative
10881,user golongan 1a halina kawin robi cs frustasi ngolongan 2a beli mangga campur sirup barium radium gua lupa belakangnya wkwkw ngolongan 3a balga intel ngolongan 4a ceri si gendut puber,positive
10882,cina usir karna zaman belanda tukang pengkhianat,negative
10883,user oiya geblek auto nyanyi,negative
10884,rakyat dukungan kpk_ri usut tuntas anies dn sandi anggota dpr amien rais jg penguasa elit politik yg terlibat korupsi,negative
10885,user user untung pembantaian warga ahmadiyah ngak jokowi yg salahkan,negative
10886,agama utk kedok menipu kali polisi berhasil menangkap sepasang suami istri dinilai menipu 5 000 jemaahnya danibawa kabur uang rp 100 miliar sosoknya,positive
10887,user user ustad pasar senen om itung2 mmberi pencerahan pnjual bawang putih dr china halal,positive
10888,user ente bajingan rampok negara,negative
10889,user oh cyinta yg dukung presiden nya permadani ali sera gak cebong yg kampreters syantik xf0 x9f x92 x8b xf0 x9f x92 x8,negative
10890,mbah soleh ketua dpr budaya identik pertunjukan seni jakarta ketua dpr bambang soesatyo bamsoet pemerintah menjadikan,positive
10891,user user ngomong kayk org berak aj loe,negative
10892,user user user user user user artikelnya isinya an 2019gantipresiden,negative
10893,melanjutkan aher istrinya iya om om yg ilc kemarin ganti presiden oh dr mardani iya istrinya yg nanya ketua pks presiden pks istrinya s,positive
10894,nih pdip nasdem bicara ganyang pki koq jd membleh user user user user user user,negative
10895,belajar slow living organic and vegan lifestyle urban farming sampe life management prancis bikin sadar kalo indonesia budaya budaya menerima balance syukur mas,positive
10896,user user disetiap universitas kyknya sdh d titipin mata2 rezim ngawasin kegiatan mahasiswa aneh rezim skrg,positive
10897,gak yg bantah photo membuktikan komunikasi yg nyambung 2 pemimpin,positive
10898,user teriak anti asing aseng fadli zon berteman sma donald trump fadli zon bermental munapik,negative
10899,user user user 1 mata w yg sipit kek org korea wqwq n2 keluarga n3 my voice n4 badan w bikos bnyk yg bilang ideal v n5 army nand i love my everything my life my bts xf0 x9f x92 x9c xf0 x9f x92 x9c xf0 x9,positive
10900,user wkwk rejim berpihak rakyat,positive
10901,user bener bagus p harto perumahan jg pake bahasa indonesia bagus2 pondok indah bintaro jaya kota wisata dll pake bhs asing residence vilage hill dll hhhhh ancoor ga menghargai bahasa sendir,positive
10902,rt user user user user user anies sandi haha ter bongkar wajah aslinya saracen,negative
10903,user user hahahha ketauan main medsos tp dungu dasar kecebong user,negative
10904,rt user nih ya baca tai udah spam kado user url,negative
10905,rt user user user user user user user mundur klo sdh ga sanggup makmurkan rakyat,negative
10906,user knp gak selamat natal aja xf0 x9f xa4 x97 hehe dasar si mimin bolot xf0 x9f x98 x9d,negative
10907,innalillahi wainna ilaihi rojiun keluarga nahdlatul ulama berduka cita mendalam wafatnya kiai kholilurrahman ra lilur cicit syaikhona kholil bangkalan semoga allah merahmati menempatkan ra lilur sisi nya aamin,positive
10908,aneh ya orang2 geblek kalok habib rizieq sihab belom berani komentari user anggap guru berani ya gendengnya nggak ketolong deh kalok habib rizieq dukung user hina gurunya ndasar fira,negative
10909,memek gatel pengen kentot pake kontol keker,negative
10910,ga kuat ngadepin bacot sumpah gakuat,negative
10911,user pengungsi asing penfungsi aseng dodol,negative
10912,rt user user mending bubarkan aja user bikin lembaga anti korupsi dgn paradigma yg independen,negative
10913,13 sepakati karakteristik pribadi cermati kondisi faktual internal sby pd sby taipan harta tdk melimpah kayak jk,negative
10914,alfaatihah,positive
10915,butuh memek hubungi rp haneul terdekat,negative
10916,user najis mahal mahal sih,negative
10917,for me kucing yg cacat ni is the most precious gift eventho sempurna but they r cute in their own way comel kucing xe2 x9c x8c xf0 x9f x8f xb,positive
10918,rt user mantap mahmud kontol gue nsmpe muncrat gtu njngn kpok ya tante bo lgi url,negative
10919,rt user user nuser nuser nkalau kunyuk ditindak pemerintah jkw lemah nuser xe2 x80 xa6,negative
10920,sherlock holmes idiot graham bell bodoh detektif penemu telepon seorangpun menemukanmu jenius ya,negative
10921,user lelahmu mengamini doaku lelahmu cacat ibadah semoga dunia surga nya,positive
10922,tgb presiden nusantara for indonesia for rakyat,positive
10923,user istilah kopar lapor pki aseng asing pri no pri sejatinya nkri,positive
10924,user user jd mentri suharto homo,negative
10925,user malu presiden korup era soeharto sby,negative
10926,user nunggu hoshi ndak sipit nunggu woozi mingyu kayanya,positive
10927,user angkara komunis mustahil mahathir jd pm sblm ni takde la mcm tu,positive
10928,jokowi nunggu 2019 2017 lengserkan konstitusi hehe,negative
10929,user user tgb mendukung jokowi 2 periode kaum bani micin kaum bumi datar kejang kejang nih,negative
10930,rt user prabowo bermimpi klou jdi ri 1 mustahil jdi jngan mimpi siang bolong mas piyu sakit mimpi nya,negative
10931,halo selamat siang tinggal seputaran seminyak dapatkan product user jl kunti street1 seminyak,positive
10932,user berubah total anti aseng asing cinta aseng asing,positive
10933,user user iya menghargai saudara memilih ateis tipe orang yg berhak meluruskan yg kebenaran dimata orang berbeda be,positive
10934,rt user user user jaman sby korupsi besaran proyek mangkrak penak mbahmu kuwi,negative
10935,fokus kang user menangkan pasangan asyik user amp user gubernur jabar abaikan yg asyikm3nang aheruntukindonesia,positive
10936,user user ahok paham bhw pb nya dijadikan bahan utk menyerang p jokowi kelompok bani togel 212 kang spt halny pemberian remisi kpd napi 1 teroris koruptor narkoba kang jd p ahok bebas murni spy tdk,negative
10937,jgn presiden dateng kampung sambut meriah tukul aja dateng kampung sambut dgn meriah jd jgn gr kalo user sll sambut rakyat bkn krn bangga tp krn rakyat indah dlm berbudaya jgn gr ngapa user gantipresi,negative
10938,kpk mimpi berantas korupsi orang sangka koruptor atasi,negative
10939,guru desa sei kanan deklarasi anti hoax amp pilkada 2018 damai,positive
10940,user user bisa2 nya kekayaan indonesia serahkn asing,positive
10941,rt user prank level tai anjing url,negative
10942,rohingya muslim rescued at sea off sumatra indonesia expat,positive
10943,user bangkai mas,positive
10944,user byk paslon lbh bagus krn 2 paslon mka kecenderungan konflik akar rumput smakin trbuka ttp jg hrs sdar bhw pt 20 sdh sjk sby brkuasa jd trs memojokkan koalisi pndkung jkowi brarti mata ka,positive
10945,user jual bumn migas energi utk brli freeport kira2 gak bang kalo jualan cebong aja cebong indonesia pinter2 lucu2 xf0 x9f x98 x80 xf0 x9f x98 x80 xf0 x9f x98 x80 xf0 x9f x98 x80,negative
10946,user emang gaji nya 3 juta kalo prabowo presiden 6 juta gitu mikir kalo maju kaya sekolah yg kerja yg giat nyalahin jokowi kalo kaya ustad provikator,negative
10947,n n eh karcis parkir lu n engga lu yg pegang n ah tai seriusan lu n ntiap mall,negative
10948,melarang ajaran komunisme disisi pemerintah membukakan pintu masuk nya wisatawan komunis besaran negeri,negative
10949,narik gacha dantori kampret daiyaku habis,negative
10950,ronaldo pardede siswa kelas 5 sd katolik karya yosef,positive
10951,rt user cwe udah jago ngentot brondong cakep bikin tante nafsu aja nyari brondong url,negative
10952,aceh usir gub kalimantan manado usir anggota dewan jakarta yg mengusir arab yg lg mengusir cina asik nih lg tren usir usiran,negative
10953,user lgbt musnahkan golongan yg terlibat nrasuah salahguna kuasa musnahkan bangsa negara tahap bahaya tp dua2 dosa harap jgn sibuk perangi lbgt tutup mata kemungkaran lain2 nsama men,positive
10954,agama islam agama samawi berasal bahasa arab yg langit agama samawi dibangun berdasarkan wahyu tuhan perantara malaikat jibril nabi rasul yg ditulis kitab suci kitab suci alquran,positive
10955,rakor pengembangan bandara plt gubernur jateng tegaskan kehadiran presiden ri purbalingga,positive
10956,user user smpai tertaip presiden,positive
10957,cepat hebat lambat membuatnya cacat stopcomparingmyselftoother,positive
10958,maaf kang ngopibarengfahri aja drpd lari negeri,positive
10959,akui jesus kristus suka bikin org yg percaya hidup miskin menderita hmm brengsek tuhan,negative
10960,user user user cawapresnya hr gempar bani oposan penamaan ya gan nggantiin cebong kampret critanya,negative
10961,jngn berharap bnyk kpd pertamina bs bersaing dng prshn minyak dunia amp negeri bertahan sbg dirut msh tanda nasibnya bikin teken proyek kilang minyak realisasinya cepat 3 5th kedepan nasehat duduk manis ga bikin,positive
10962,user kuraih ngue matre bayarin npadahal faktanya ndasar loe banci potong aja itunya n n fukonserawlex url,negative
10963,rt user ni jilbob pinter nyepong kontol yaakk nhijab sange ngemut anu n jilbab cantik coli colmek bokep mesum viral http xe2 x80 xa6,negative
10964,user user bkan antek aseng kl yg import china pngusung pekaes amp gerakan indonesia raya nrut bkn partai tp gerakan ndak prnah munaspil ketum xf0 x9f x98 x80,positive
10965,user indonesia 1 vietnam 0,positive
10966,user mampus nyangkut om om,negative
10967,user user user user jawa gkj gereja kristen jawa ajaran penggunaan bahasa jawa bercampur dgn ajaran kejawen budaya lokal baik2 tdk yg dirugikan merugikan,positive
10968,nyalinya gubernur indonesia teruji beliau berani melawan konglomerat2 hitam sdgkan gubernur sblmnya berani rakyat yg tdk berdaya 2019gantipresiden,negative
10969,user ganti jokowi dg prabowo,negative
10970,user user kristen nusantara beiringan dngan budaya agama ttap berjalan budaya lokal ttap terlestarikan,positive
10971,user user masya allaah dungu nya pemakan tahi jokowi pernahkan era negeri serusuh rupiah hutang ln skrng aset xc2 xb2 bangsa jualin skrng pmbangunan tol ambruk seper,negative
10972,aksi turunkan jokowi biar selamat indonesia user gak malu nyapres,negative
10973,user bentar qm ultah ya unn kirimin rombongan topeng monyet ya ngerayain,positive
10974,user user psk nyampur lepas kerudungmu ketauan psk baca twit nya fahri yg benci jokowi yg balas jokowi presiden tdk dimaki2 fahri twit fahri penuh,negative
10975,user jotef item brengsek n nwkwk gak 0,negative
10976,user dasar gila,negative
10977,user ya uang negara ustad kyk yg bagi2 sembako incumben tu jg uang negara rezim bangsat,negative
10978,user user tradisi katolik perayaan ekaristi misa diadakan nuansa daerah namanya misa inkulturasim imlek misa inkulturasi tionghoa,positive
10979,user lucuuuu kak woozi sih tuyul ya lucu tuyulnya xf0 x9f x98 xb,positive
10980,udh masuk kerja mencret capenya kemaren xf0 x9f x98 xa2,positive
10981,user wakakakakakak tag polri gak tuh anjing tolol banget sumpah,negative
10982,rt user user user user user user user user user user user user user xe2 x80 xa6,positive
10983,anak muda meluap luap semangat membebaskan fahaman konservatif kerana burhanuddin al helmy berjaya presiden pas menewaskan ustaz abbas alias,positive
10984,user user user user user maksud domba idiot akun xf0 x9f x91 x89 user xf0 x9f x91 x88,negative
10985,user user ustad ngomong bahasanya mbokne ancok matamu picek jamin 100 ustad abal abal,negative
10986,user ketapang kalbar masuk wilayah kerja polisi cina ya nini membahayakan keamanan nasional ri tau gak sih rezim n nmakin rezim bekuasa cina tanam pengaruh buruk n n 2019gantipresiden,negative
10987,user user lupa twitter instagram kalo foto yg komen ih cantik cantikan ngga cantikan ih anjing cantikan tau ih babi cantik pokoknya dst,negative
10988,user grace menguap lebar mata sipitnya sipit hoam iya kak pulang ya kak ngantuk,positive
10989,user user user cebong dongokkkk,negative
10990,ahelah ngedeketin kubu muslim gimana kehendak tuhan aja diitung nomer ngga takut kena serangan jantung kayaknya p,negative
10991,user user user user iya cebong cina komunis yg cinta si jamban,negative
10992,ganyang pki waspada bahaya latennya,negative
10993,rt user user banci nya randa,negative
10994,anies didoakan amanah istiqomah menjalankan tugas gubernur dki jakarta,positive
10995,ganti presiden 2019 via url,positive
10996,user katain bacod lu ngentod nikahin ngajak ngeue,negative
10997,user pantat dih,negative
10998,user user user user user user user yg jd yg beli tolnya otomatis narik duit pengguna tol yg beli tolnya asing aseng asing aseng sdh pake kuno bgitu,positive
10999,gils kids jaman jigeum sungguh bahagia gue umur 10 taon masi maen taplak gunung,positive
11000,user sandi bilang jgn bully lg pakai aseng asing krn butuh negara china,positive
11001,user masyaallah wkwkwk antek anteknya muncul wehhh tl ku,positive
11002,pegi mampus benda kinda mood,negative
11003,user user kegedean pipi emg matanya sipit yaaa hmm xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,positive
11004,usir aja user bakar lilin aksi kebhinekaan aksi teroris cina bukti mata sipit tuh pegang lilin,negative
11005,user produk gagal msh yg beli ga ya pecundang n neh om gada stock kaos tim negara2 onta payah tuh bikin ga tau selera pasar skrg xf0 x9f x98 x82,negative
11006,user user kalo mliat agama mayoritas yg slalu mrasa ttindas traniaya brti sdh nyampe indonesia,negative
11007,user suka nete km,negative
11008,buku lawas gt ilmu agama mohammad hatta 1983 36 halaman harga 125 000 minat,positive
11009,baju nikah dipamerkan pavilion kl baju melambangkan warisan tradisi budaya kasihi,positive
11010,presiden ri megawati soekarnoputri mengunjungi pameran arsip konferensi asia afrika kaa dlm peringatan 63 kaa yg pd selasa rabu 17 18 4 widya graha lipi jakarta selatan megawati delegasi termuda konferensi yg,positive
11011,mencintai budaya lokal kampungan mencintai budaya barat kebarat2an lagu timur barat selatan utara lagunya wali,positive
11012,rt user bubarkan dpr asli negara berjalan,negative
11013,rt user orang kawal hidup tentukan nak nak nampak bodo nak nampak pandai n xe2 x80 xa6,positive
11014,user ya yg bacot emg lu,negative
11015,user punuk onta gaada yg sombong sotau nih,negative
11016,user diem setan,negative
11017,kwsp penyumberan rm114 56 bilion,positive
11018,rt user mesum ketahuan warga suruh lanjutin hahahaha xf0 x9f x98 x82 xf0 x9f x98 x85 kocok emut kontol nya puret gak tegang xe2 x80 xa6,negative
11019,capek gue kayak ngerasa bego temen2 gue yg diskusi ujian xe3 x85 xa0 xe3 x85 xa0,negative
11020,krn barat gereja kristen menyebabkan masyarakat trauma meragukan agama,positive
11021,monyet lu songong url,negative
11022,gila sinar light lasernya merajam hidup orang cacat kulit comunity dukun nata endah sign indonesia raya merendahkan martabat hidup org dgn penuh kenistaaan hidup org2 media,positive
11023,ngambil referensi statust fb twitter ig dll nditanyain no kontak alasan lupa nbangsaa tolol emang nggak maju maju,negative
11024,user user user user user user user user user user user user user user user user user user user user user user mending nete bu joy,negative
11025,user habis minum kencing onta,negative
11026,setuju user percaya gosip 2019gantipresiden,positive
11027,user matanya picek si babang,negative
11028,teruss karna sekolah q sampe jumat jumat foto perkelas gitu iya sekolah q ga buku tahunan gembel emank dah tu foto perkelas temanya bebas,negative
11029,user pernyataan sllu menyudutkan pemerintah sungguh naif amp munafik skli hidup dmn manusia tdk tau terimakasih amp balas budi knp tolol,negative
11030,user user muslim sbagai pejabat negara wajib mengungkap dampak buruk mengaji solat,negative
11031,puisi kampungan bodoh ilmu dunia bodoh ilmu agamanya innalillahi,negative
11032,user user tunjukkan dunia muslim membantai umat tunjukkan,negative
11033,heh sinting ya lu url,negative
11034,user user ku yg mukanya pas umur 16 literally kentang yg mulus bersih cacat spt yg kau bilang can t relate skincare tuh sesimple fw aja bgt,positive
11035,user sipit sipit ntar bantet kayak seungmin,negative
11036,user user gw pengen denger bocah yg ngayal mimpi basah komentarin ulah anak horang kaya ayo bocah user user ntu presiden dihina,negative
11037,kang user fakta partai pendukung si penista agama dibenci rakyat rakyat jabar url,negative
11038,user ngakak asw wkwkwkwkwk seriusan gue pikir ngatain lu gini kalo ga salah ya lu sih taeyong mulu candaan doang,negative
11039,rt user prestasi ahok nselain mjadi mafia koruptor n penista agama bhasil tenggelamkan jkt congoran cebon,negative
11040,budaya melepas kodok ikan burung budaya china kuno user jujurlah rakyat indonesia 2019gantipresiden,negative
11041,gubernur dki jakarta anies baswedan bertemu presiden turki recep tayyib erdogan menunaikan salat jumat mesjid sultan ayyub istanbul turki jumat,positive
11042,user cebong maennya gak dr kolam gak tau udah jgn tanggepin ntar cebong laen pd nongol dr dasar kolam buteknya,negative
11043,user user user user bodat komunis tolol kau,negative
11044,user lupa ya malam jum at abis mencarin tuyul,positive
11045,user user maaf dukunnya sibuk bakar menyan utk bani kampret,negative
11046,ayo lengserkan si joko,negative
11047,user 2 aq suka sicepat ekspres 1 mendapatkn sms notifikasi pemberitahuan no resi shingga melacak paket barang kiriman 2 barang paket kiriman cepat dgn aman cacat sedikitpun sicepatberkualitas user,positive
11048,rt user cuap2 hebat salah promosi sby menyampah yah will see,negative
11049,user kucing rumahan emng gitu ka xf0 x9f x98 x81 kerjaannya makan tidur maen eek pipis nkek rang kaya wkwk,positive
11050,rt user user user user neo komunis antek cina yg sebentar musnah dr negeri,negative
11051,makase ya fren fren ku ujungujung nya gue dudukin eek kucing kunci motor tibatiba tertylap xf0 x9f x98 x82 luarbinasa xf0 x9f x8d x8d,positive
11052,user ngapain ingatkan orang yg ingatkan budek tuli pekak tolol,negative
11053,sembako gembar gembor nama presiden klo ngutang diem diem bae nama rakyat 2019gantipresiden 2019presidenbaru 2019gantipresidenbaru,negative
11054,lokasi muhammad membantai 800 yahudi 1400 lukman,negative
11055,gubernur presiden,positive
11056,klik,positive
11057,yakiin ganti presiden harap cek kesehatan pembenci dhe user uda yg sebelom hidupmu memburuk segeralah jumpa dikoter t3tapjokowi2019 t3tapjokowi2019 t3,positive
11058,user astagfiruloh yaallah jauhkan hamba dr setan yg terkutuk,positive
11059,user budek ya,negative
11060,diktaktor otoriter presiden user,negative
11061,user user user user user user user user user mampus lu a kek gua wkwk,negative
11062,user nete tpi abang 3 ggg,negative
11063,rt user user meluruskan depresi suicide nteman ya tetep aja ga deket tuhan n nbodo gua cape xe2 x80 xa6,negative
11064,user user menteri sontoloyo,negative
11065,salah darimu membaca 3 ayat nshalat baginya nonta hamil gemuk xe2 x80 x9d muslim,positive
11066,ayo zul user kritik,positive
11067,user user kurikulum kecintaan indonesia dihapuskan diganti dgn kurikulum kecintaan cina,negative
11068,user hehehe dungunya otak km terbalik susah km anak ingusan tumbuh mengerti nete ibumu dasar kadal kebon,negative
11069,sadar kalo bom takjil tempatnya malang facepalm,positive
11070,user gue ga ngerti pola pikir orang tua nyuruh anaknya ngejauhin temennya autis bener bener manusia sih jahat banget kelebihan pintar,positive
11071,user keturnan pki marah tu,positive
11072,cacat mbappe,negative
11073,presiden user menggelar rapat kabinet terbatas agenda membahas percepatan pelaksanaan berusaha i,positive
11074,user user kafir musuh munafiq membunuh,negative
11075,rejim dikeluarkan muncul istilah mesjid radikal dibelakang syiah komunis liberal,positive
11076,rt user selamat siang lanjutin ngentot yuk jumat ngentot meki memek url,negative
11077,polda jateng amankan pilkada 2018,positive
